848.8,-803.05
838.8,-800.85
831.95,-803.65
828.4,-806.25
825.95,-812.25
825.6,-815.45
828.4,-822.4
831.6,-826.25
837.4,-829.45
844.6,-835.05
854.4,-842.65
862.4,-847.65
871.15,-853.25
881.6,-857.65
889.4,-861.85
897.6,-864.65
904.8,-867.25
912.55,-872.4
918.6,-877.05
926.4,-883.05
937.15,-889.45
948.15,-890.25
957.8,-884.85
962.8,-877.05
973.8,-866.25
979.8,-861.65
994.4,-852.75
1009.4,-843.45
1032.4,-833.05
1046.8,-822.65
1092.8,-786.25
1097.8,-781.05
1104.8,-776.65
1109.8,-769.85
1110.2,-765.25
1108.4,-760.25
1104.8,-755.65
1100.2,-753.85
1097.8,-753.45
1092.8,-753.85
1087.4,-755.25
1083.8,-756.65
1080.55,-759.85
1076.95,-764.25
1069.2,-770.65
1039.8,-793.65
1030.95,-799.65
1023.55,-805.65
1013.95,-811.25
1008.95,-813.85
1003.6,-817.45
983.95,-826.65
974.95,-832.45
969.4,-836.05
964.4,-839.85
959.4,-843.85
955.15,-846.65
943.4,-859.05
940.6,-859.85
932.4,-853.85
924.8,-848.25
914.15,-841.85
905.6,-838.65
897.4,-836.05
890.15,-832.85
880.6,-827.45
872.4,-822.45
866.4,-817.25
859.6,-811.85
855.6,-806.45
848.8,-803.05
