600.8,-647.05
607.8,-649.45
624.95,-648.45
646.95,-645.25
670.15,-645.25
680.75,-648.4
690.95,-654.65
695.95,-661.65
697.8,-668.85
697.4,-679.85
693.15,-695.25
692.8,-712.25
699.8,-736.65
706.15,-753.05
710.6,-770.05
716.6,-784.85
723.6,-797.65
742.8,-826.05
764.15,-847.05
788.8,-872.05
836.0,-900.75
845.6,-907.05
863.8,-915.45
895.4,-924.25
924.15,-933.45
934.15,-934.85
949.2,-935.4
970.95,-936.05
996.6,-937.05
1045.8,-925.75
1059.2,-922.45
1073.4,-915.65
1098.8,-903.75
1114.8,-894.55
1136.2,-877.45
1156.2,-861.05
1174.2,-844.65
1184.2,-833.25
1195.55,-821.25
1213.95,-793.85
1221.4,-784.0
1232.2,-765.85
1240.55,-754.45
1246.95,-737.05
1253.4,-714.65
1255.4,-702.55
1255.55,-677.05
1257.8,-670.45
1259.55,-667.2
1264.2,-662.25
1268.8,-659.85
1275.2,-659.85
1284.2,-660.25
1290.95,-660.25
1303.8,-661.25
1318.4,-661.65
1327.4,-661.65
1334.8,-659.45
1341.2,-657.25
1346.2,-658.05
1350.55,-660.25
1353.4,-664.05
1354.8,-669.45
1354.4,-675.45
1351.55,-680.45
1346.95,-683.65
1341.55,-685.45
1333.8,-686.65
1327.4,-687.65
1293.95,-688.65
1289.4,-687.25
1283.8,-686.45
1281.2,-690.05
1281.2,-710.85
1279.0,-725.2
1276.15,-736.2
1268.8,-755.85
1256.95,-778.25
1238.15,-806.75
1225.4,-825.25
1214.8,-838.25
1206.2,-848.25
1192.55,-862.85
1176.95,-879.25
1166.95,-886.45
1155.95,-894.65
1143.8,-905.05
1124.8,-918.65
1106.2,-930.45
1080.55,-941.85
1061.4,-950.05
1042.95,-953.65
1011.95,-960.85
996.95,-962.65
976.4,-964.45
951.95,-963.05
935.15,-962.05
925.8,-960.65
910.6,-957.45
884.95,-949.65
853.6,-940.05
839.95,-934.65
823.6,-924.65
789.6,-904.85
775.8,-895.25
750.75,-872.4
740.95,-863.05
723.8,-846.25
700.2,-810.0
692.15,-797.25
682.8,-770.45
674.4,-744.45
667.6,-722.05
667.15,-711.65
666.8,-690.65
670.8,-676.05
669.95,-671.45
646.75,-671.55
640.8,-672.45
628.4,-672.85
626.6,-675.25
611.95,-673.85
607.95,-676.05
601.95,-676.05
595.2,-673.0
589.8,-667.85
586.6,-661.45
587.95,-655.25
590.95,-651.05
595.6,-647.85
600.8,-647.05
