638.4,-268.0
631.4,-262.5
627.4,-256.25
628.15,-242.0
634.5,-216.75
640.15,-198.5
640.15,-182.75
641.4,-143.75
640.9,-138.0
641.9,-131.25
644.9,-124.5
646.9,-119.5
651.4,-114.25
656.65,-109.75
663.4,-106.25
670.15,-105.25
674.4,-104.75
680.65,-107.0
689.15,-109.75
694.4,-112.75
701.15,-117.75
712.9,-124.25
728.4,-134.0
740.4,-142.0
748.4,-146.0
755.65,-151.0
765.4,-156.75
771.65,-159.0
777.4,-159.0
776.65,-126.75
775.65,-123.75
775.15,-99.75
773.9,-95.75
773.9,-91.75
771.65,-85.5
768.65,-77.5
766.15,-69.5
763.65,-61.0
762.4,-52.5
763.65,-45.0
767.15,-38.25
772.65,-36.5
781.9,-36.0
794.9,-41.75
804.65,-46.75
818.4,-54.75
832.15,-64.5
843.4,-72.5
858.65,-85.5
864.65,-89.75
874.15,-95.0
881.15,-95.0
886.15,-90.5
889.15,-81.25
892.4,-73.25
898.15,-66.0
904.9,-62.0
913.9,-63.75
922.0,-65.45
930.9,-69.0
938.9,-75.25
950.15,-84.75
962.65,-104.75
972.4,-120.0
979.9,-131.5
983.9,-137.75
993.4,-144.5
996.4,-152.25
995.25,-154.75
963.0,-154.0
958.9,-149.0
953.65,-141.0
948.65,-131.75
941.9,-122.75
934.9,-112.5
928.65,-102.75
924.15,-97.75
919.65,-94.75
915.65,-92.0
911.15,-94.75
907.15,-106.25
899.65,-114.25
892.9,-119.25
884.4,-123.25
871.15,-122.75
861.4,-119.25
849.15,-113.0
838.4,-105.5
828.9,-97.0
813.9,-85.5
804.4,-79.25
799.15,-74.75
796.9,-76.5
800.4,-89.5
802.65,-105.5
803.15,-129.0
803.25,-161.0
801.9,-167.25
798.65,-175.25
790.15,-183.0
783.25,-186.5
768.4,-186.5
754.4,-182.5
746.65,-178.5
729.65,-167.5
714.9,-158.0
701.15,-148.75
687.25,-140.0
676.65,-133.75
671.15,-132.5
666.75,-138.75
668.15,-152.0
668.9,-177.0
667.15,-180.25
667.65,-191.75
665.0,-205.25
662.65,-218.5
657.9,-235.0
655.15,-245.75
659.75,-251.5
654.5,-256.5
645.0,-266.25
641.5,-269.0
638.4,-268.0
