1313.4,-577.4
1321.95,-577.0
1327.55,-576.6
1336.55,-581.2
1345.8,-583.0
1361.55,-586.2
1377.55,-590.2
1388.95,-593.0
1397.95,-596.2
1409.4,-603.4
1417.2,-608.4
1426.8,-618.0
1434.55,-630.8
1440.4,-643.2
1443.2,-652.6
1444.2,-674.0
1439.4,-686.6
1432.55,-700.4
1423.8,-711.4
1410.55,-725.4
1401.95,-732.4
1394.55,-738.2
1381.4,-746.4
1372.8,-751.8
1362.4,-757.6
1346.8,-761.8
1339.55,-762.2
1333.55,-759.2
1329.55,-753.6
1329.95,-744.0
1334.95,-736.6
1339.95,-735.8
1345.55,-734.8
1353.4,-731.2
1365.2,-724.8
1378.4,-717.0
1390.4,-707.8
1395.4,-701.8
1404.55,-694.6
1412.2,-682.6
1415.8,-672.2
1416.8,-655.6
1412.2,-644.8
1403.55,-633.2
1396.15,-626.2
1382.95,-619.4
1354.2,-612.6
1330.95,-607.4
1316.95,-603.4
1309.2,-597.0
1307.8,-593.2
1307.4,-585.6
1309.2,-581.0
1313.4,-577.4
