712.95,-711.65
722.4,-678.05
731.4,-641.65
737.4,-620.65
743.8,-604.45
755.8,-589.65
767.8,-580.05
793.95,-571.85
815.6,-571.85
829.4,-573.55
839.15,-574.65
854.95,-576.85
864.95,-583.65
877.8,-591.85
889.6,-601.05
894.6,-610.65
895.15,-621.45
889.15,-627.05
882.4,-628.85
871.95,-623.25
866.4,-617.05
854.6,-609.25
846.95,-603.25
838.15,-601.05
828.95,-600.65
817.15,-598.85
797.15,-598.85
780.8,-603.45
773.4,-609.45
766.95,-617.45
759.15,-640.05
739.6,-717.45
739.6,-725.85
735.0,-731.75
731.4,-735.05
725.8,-735.85
719.6,-734.65
713.95,-728.25
712.2,-720.4
712.95,-711.65
